meters,garage,firepl,bsmt,bdevl,assess_2022
148.64,Y,Y,Y,Y,639000
118.91,Y,Y,Y,N,832000
285.39,Y,Y,Y,Y,1121000
324.78,Y,Y,Y,Y,1274000
501.95,Y,Y,Y,Y,1668000
192.95,Y,Y,Y,Y,1132000
318.93,Y,Y,Y,Y,1209000
341.6,Y,Y,Y,Y,1505000
384.43,Y,Y,Y,Y,1453000
198.81,Y,Y,Y,Y,904000
251.11,Y,Y,Y,Y,1083000
315.03,Y,Y,Y,Y,1221000
231.42,Y,Y,Y,Y,1131000
394.46,Y,Y,Y,Y,1434000
205.87,Y,Y,Y,Y,975000
307.13,Y,Y,Y,Y,1001000
225.56,Y,Y,Y,Y,969000
477.52,Y,Y,Y,Y,1257000
351.26,Y,Y,Y,Y,1635000
408.58,Y,Y,Y,Y,1463000
216.46,Y,Y,Y,Y,891000
202.34,Y,Y,Y,Y,994000
192.77,Y,Y,Y,Y,993000
280.38,Y,Y,Y,Y,1078000
192.77,Y,Y,Y,Y,1023000
224.54,Y,Y,Y,Y,985000
334.63,Y,Y,Y,N,1075000
220.45,Y,Y,Y,Y,938000
407.19,Y,Y,Y,Y,1486000
353.77,Y,Y,Y,Y,1220000
290.87,Y,Y,Y,Y,1110000
203.73,Y,Y,Y,Y,947000
196.86,Y,Y,Y,Y,912000
223.52,Y,Y,Y,Y,944000
283.72,Y,Y,Y,Y,1037000
255.57,Y,Y,Y,N,883000
269.32,Y,Y,Y,Y,1140000
268.95,Y,Y,Y,Y,1059000
231.23,Y,Y,Y,Y,1057000
242.1,Y,Y,Y,Y,1167000
192.3,Y,Y,Y,Y,1103000
306.2,Y,Y,Y,Y,1161000
231.97,Y,Y,Y,Y,1145000
291.52,Y,Y,Y,Y,1037000
196.02,Y,Y,Y,Y,1073000
270.25,Y,Y,Y,Y,940000
168.99,Y,Y,Y,Y,851000
286.69,Y,Y,Y,Y,1210000
235.41,Y,Y,Y,Y,992000
262.91,Y,Y,Y,Y,883000
171.4,Y,Y,Y,Y,789000
196.76,Y,Y,Y,Y,906000
205.59,Y,Y,Y,Y,934000
195.93,Y,Y,Y,Y,1020000
180.6,Y,Y,Y,Y,879000
165.83,Y,Y,Y,Y,825000
171.12,Y,Y,Y,Y,953000
179.76,Y,Y,Y,Y,935000
192.3,Y,Y,Y,Y,982000
175.95,Y,Y,Y,Y,994000
264.4,Y,Y,Y,Y,949000
276.47,Y,Y,Y,Y,1083000
277.03,Y,Y,Y,Y,1026000
177.53,Y,Y,Y,Y,893000
182.27,Y,Y,Y,Y,935000
216.64,Y,Y,Y,Y,996000
253.16,Y,Y,Y,Y,1231000
231.04,Y,Y,Y,Y,876000
223.89,Y,Y,Y,Y,1056000
216.27,Y,Y,Y,Y,1032000
230.02,Y,Y,Y,Y,947000
244.24,Y,Y,Y,Y,1307000
230.95,Y,Y,Y,Y,840000
250.93,Y,Y,Y,Y,876000
337.23,Y,Y,Y,Y,1091000
204.75,Y,Y,Y,Y,995000
183.01,Y,N,Y,Y,935000
320.7,Y,Y,Y,Y,1311000
182.27,Y,Y,Y,Y,909000
405.98,Y,Y,Y,Y,1432000
210.42,Y,Y,Y,Y,992000
272.85,Y,Y,Y,Y,921000
513.38,Y,Y,Y,N,1374000
328.69,Y,Y,Y,N,966000
374.12,Y,Y,Y,Y,1141000
189.7,Y,Y,Y,Y,940000
318.84,Y,Y,Y,N,965000
283.16,Y,Y,Y,N,881000
221.1,Y,Y,Y,Y,936000
296.54,Y,Y,Y,Y,1095000
345.22,Y,Y,Y,Y,1128000
323.39,Y,Y,Y,N,1093000
251.86,Y,Y,Y,Y,877000
226.4,Y,Y,Y,Y,1014000
134.15,Y,Y,Y,Y,662000
275.82,Y,Y,N,N,651000
265.42,Y,Y,Y,Y,1441000
208.56,Y,Y,Y,Y,940000
308.8,Y,Y,Y,Y,1104000
296.36,Y,Y,Y,N,882000
184.87,Y,Y,Y,Y,815000
257.34,Y,Y,Y,Y,733000
374.12,Y,Y,Y,N,1016000
237.64,Y,Y,Y,Y,882000
180.41,Y,Y,Y,Y,693000
178.74,Y,Y,Y,Y,783000
150.41,Y,Y,Y,Y,650000
223.43,Y,Y,Y,Y,810000
253.25,Y,Y,Y,Y,1285000
249.35,Y,Y,Y,N,758000
175.58,Y,Y,Y,Y,779000
189.52,Y,Y,Y,Y,920000
272.48,Y,Y,Y,Y,914000
448.44,Y,Y,Y,Y,1092000
267.28,Y,Y,Y,Y,776000
228.07,Y,Y,Y,Y,646000
184.87,Y,Y,Y,Y,673000
240.89,Y,Y,Y,Y,900000
193.79,Y,Y,Y,Y,913000
193.51,Y,Y,Y,Y,1051000
178.37,Y,Y,Y,Y,694000
123.0,Y,Y,Y,Y,689000
315.12,Y,N,N,N,929000
398.73,Y,Y,Y,N,850000
231.42,Y,Y,Y,Y,891000
152.08,Y,Y,Y,Y,670000
267.56,Y,Y,Y,Y,828000
193.51,Y,Y,Y,Y,685000
488.85,Y,Y,Y,Y,1436000
213.86,Y,Y,Y,Y,1029000
247.95,Y,Y,Y,Y,996000
243.03,Y,Y,Y,Y,1080000
501.3,Y,Y,Y,Y,1429000
239.78,Y,Y,Y,Y,723000
691.84,Y,Y,Y,Y,1906000
312.99,Y,Y,Y,N,1070000
210.98,Y,Y,Y,Y,938000
349.96,Y,Y,Y,N,1121000
289.11,Y,Y,Y,Y,903000
254.46,Y,Y,Y,Y,860000
244.42,Y,Y,Y,Y,957000
312.24,Y,Y,Y,Y,1038000
525.36,Y,Y,Y,Y,1863000
407.93,Y,Y,Y,Y,1066000
164.53,Y,Y,Y,Y,856000
289.85,Y,Y,Y,Y,1122000
224.82,Y,Y,Y,Y,810000
221.94,Y,Y,Y,Y,1020000
265.51,Y,Y,Y,Y,888000
270.62,Y,Y,Y,Y,1068000
271.27,Y,Y,Y,N,955000
321.25,Y,Y,Y,Y,948000
234.39,Y,Y,Y,Y,808000
415.09,Y,Y,Y,Y,1405000
167.87,Y,Y,Y,Y,832000
262.54,Y,Y,Y,Y,831000
331.1,Y,Y,Y,Y,1336000
208.38,Y,Y,Y,Y,984000
215.53,Y,Y,Y,Y,1007000
199.27,Y,Y,Y,Y,971000
365.29,Y,Y,Y,Y,1136000
284.09,Y,Y,Y,Y,1087000
286.14,Y,Y,Y,N,1005000
234.76,Y,Y,Y,Y,957000
225.1,Y,Y,Y,Y,845000
287.25,Y,Y,Y,Y,1116000
245.54,Y,Y,Y,Y,1036000
308.99,Y,Y,Y,Y,951000
250.83,Y,Y,Y,N,1065000
257.89,Y,Y,Y,Y,820000
310.11,Y,Y,Y,N,967000
249.25,Y,Y,Y,N,783000
333.61,Y,Y,Y,N,969000
215.99,Y,Y,Y,Y,956000
210.05,Y,N,Y,Y,770000
267.56,Y,N,Y,Y,1042000
209.12,Y,Y,Y,N,743000
286.88,Y,Y,Y,N,862000
217.11,Y,Y,Y,Y,748000
312.61,Y,Y,Y,Y,1015000
417.87,Y,Y,Y,Y,1079000
221.29,Y,Y,Y,Y,970000
495.73,Y,Y,Y,Y,1686000
267.74,Y,Y,Y,Y,1150000
213.76,Y,Y,Y,Y,1140000
314.38,Y,Y,Y,Y,1019000
353.31,Y,Y,Y,Y,958000
253.34,Y,Y,Y,Y,1006000
111.48,Y,Y,Y,Y,505070
244.52,Y,Y,Y,Y,575980
190.26,Y,Y,Y,Y,476520
117.24,Y,Y,Y,Y,410900
114.08,Y,N,Y,N,471000
151.52,Y,Y,Y,Y,550000
129.22,Y,Y,Y,Y,469000
113.99,Y,Y,Y,Y,528000
165.92,Y,Y,Y,Y,468000
147.9,Y,Y,Y,Y,517000
189.98,Y,Y,Y,Y,539000
85.84,N,N,N,N,309000
157.37,Y,Y,Y,Y,605000
126.99,Y,Y,Y,Y,516000
235.97,Y,Y,Y,Y,694000
152.82,Y,Y,Y,Y,568000
111.11,Y,Y,Y,Y,489000
229.47,Y,N,Y,Y,625000
130.15,N,Y,Y,N,390000
162.39,Y,Y,Y,Y,518000
107.02,Y,Y,Y,Y,410000
121.88,Y,Y,Y,Y,586000
123.28,Y,Y,Y,Y,518000
220.08,Y,Y,Y,N,683000
120.3,Y,Y,Y,Y,525000
125.97,Y,Y,Y,Y,490000
101.26,N,Y,Y,Y,482000
115.85,Y,Y,Y,Y,496000
189.8,Y,Y,Y,Y,542000
145.48,Y,N,Y,Y,613000
163.13,N,Y,Y,Y,492000
193.79,Y,Y,Y,Y,594000
124.58,Y,Y,Y,Y,540000
193.6,Y,Y,Y,N,488000
140.19,Y,Y,Y,Y,526000
146.78,Y,Y,Y,Y,535000
117.52,Y,Y,Y,Y,499000
114.45,Y,N,Y,Y,518000
160.9,Y,Y,Y,Y,533000
155.7,Y,Y,Y,Y,947000
120.12,N,Y,Y,Y,531000
148.27,Y,Y,Y,Y,547000
301.74,N,Y,Y,Y,714000
206.52,Y,Y,Y,Y,734000
206.7,Y,Y,Y,Y,551000
192.12,Y,Y,Y,Y,563000
242.47,Y,Y,Y,Y,709140
253.99,Y,Y,Y,Y,785650
234.67,Y,Y,Y,Y,891700
131.08,Y,Y,Y,N,400710
121.88,Y,Y,Y,Y,566950
149.75,Y,Y,Y,Y,692000
190.17,N,Y,Y,Y,577120
172.42,Y,Y,Y,Y,1035000
165.64,Y,Y,Y,Y,595000
222.68,Y,Y,N,N,821000
141.58,Y,Y,N,N,538000
159.32,Y,Y,Y,Y,475000
211.26,Y,Y,N,N,521100
127.83,Y,Y,Y,Y,639000
113.71,Y,Y,Y,N,388850
119.28,Y,Y,N,N,240100
121.61,Y,Y,Y,Y,483380
173.35,Y,Y,Y,Y,453700
464.6,N,Y,N,N,816710
160.62,Y,Y,Y,Y,780750
131.08,Y,Y,Y,Y,496000
122.63,Y,Y,Y,Y,548000
163.23,Y,Y,Y,Y,667000
164.9,Y,Y,Y,N,590000
124.58,Y,Y,Y,Y,483000
166.48,Y,N,Y,N,537000
112.13,Y,Y,Y,Y,524000
158.86,Y,Y,Y,Y,596000
170.94,Y,Y,Y,Y,735000
156.91,Y,Y,Y,Y,703000
145.67,Y,Y,Y,Y,631000
215.25,Y,Y,N,N,542000
170.29,Y,Y,Y,Y,668000
113.71,Y,Y,Y,Y,517000
183.2,Y,Y,Y,Y,558000
155.14,N,Y,Y,Y,652000
179.58,Y,Y,Y,Y,781000
172.7,Y,Y,Y,Y,690000
230.12,Y,Y,Y,Y,901000
159.6,Y,Y,Y,Y,781000
267.46,N,Y,Y,Y,630000
138.42,Y,Y,Y,Y,622000
164.43,Y,Y,Y,Y,738000
168.15,Y,Y,Y,Y,751000
144.74,N,Y,N,N,452000
246.37,Y,Y,Y,Y,674000
196.21,Y,N,Y,Y,789000
163.32,Y,Y,Y,Y,653000
174.65,Y,Y,Y,Y,598000
158.12,Y,Y,Y,Y,750000
191.0,Y,Y,Y,Y,679000
140.74,Y,Y,Y,Y,692000
177.72,Y,Y,Y,Y,697000
158.67,Y,Y,Y,Y,681000
171.12,Y,Y,Y,Y,748000
122.81,Y,Y,Y,Y,624000
243.4,Y,Y,Y,Y,761000
184.04,Y,Y,Y,Y,714000
139.07,Y,Y,Y,Y,810000
142.69,Y,Y,Y,Y,468780
287.53,Y,Y,N,N,927000
263.28,N,Y,Y,N,710680
176.7,Y,N,N,N,503650
92.99,N,Y,Y,Y,425440
101.26,Y,Y,Y,Y,569080
232.81,N,Y,Y,Y,758850
80.268,Y,N,Y,Y,474820
172.05,N,Y,N,N,433820
144.92,N,Y,Y,Y,487000
153.1,Y,Y,Y,Y,665000
247.02,Y,Y,Y,Y,931000
184.96,Y,Y,Y,Y,850000
160.53,Y,Y,Y,Y,776000
205.5,Y,Y,Y,Y,806000
180.6,N,Y,N,N,529690
73.579,Y,N,Y,Y,342000
121.88,Y,Y,Y,Y,561290
161.37,Y,Y,Y,N,828000
92.53,N,Y,Y,N,272460
141.39,N,Y,Y,Y,492900
130.06,Y,N,Y,Y,448490
270.9,Y,Y,Y,Y,596840
109.53,N,N,Y,N,596000
142.23,Y,N,Y,Y,563000
115.1,N,Y,Y,Y,737000
140.84,N,Y,Y,Y,604720
214.6,Y,Y,N,N,883700
249.63,Y,Y,N,N,646000
172.61,Y,Y,Y,Y,754000
203.08,Y,Y,Y,Y,653000
225.47,Y,Y,Y,Y,718000
214.04,Y,Y,Y,Y,768000
122.44,Y,Y,Y,Y,618000
191.56,Y,Y,Y,Y,668000
261.8,Y,N,Y,Y,698000
321.63,Y,Y,Y,N,813000
325.62,Y,Y,Y,Y,802000
205.96,Y,Y,Y,Y,650000
241.17,Y,Y,Y,Y,1082000
193.7,Y,Y,Y,Y,714000
163.88,Y,Y,Y,Y,721000
274.06,Y,Y,N,N,659000
259.01,Y,N,N,N,740000
212.09,Y,Y,Y,Y,702000
167.87,Y,Y,Y,Y,622000
207.82,Y,Y,Y,Y,671000
215.62,Y,Y,Y,N,723000
223.89,N,Y,Y,Y,710000
175.02,Y,Y,Y,Y,619000
231.6,Y,Y,Y,Y,792000
227.79,Y,Y,Y,Y,725000
186.92,Y,Y,Y,Y,804000
351.82,Y,Y,Y,Y,841000
173.91,Y,Y,Y,Y,806000
204.29,Y,Y,Y,Y,651000
177.72,Y,Y,Y,Y,696000
249.16,Y,Y,Y,Y,644000
223.15,Y,Y,Y,N,670000
130.06,N,Y,Y,Y,592000
157.84,Y,Y,Y,Y,676000
134.8,Y,Y,Y,N,588000
168.24,Y,Y,Y,Y,703000
215.44,Y,Y,N,N,581000
195.46,Y,Y,Y,Y,560810
87.42,Y,N,N,N,290300
136.56,Y,Y,Y,N,491640
130.06,N,N,N,N,292000
338.53,Y,Y,Y,Y,1293980
195.09,Y,Y,Y,N,799180
89.18,Y,N,Y,Y,362000
129.32,Y,Y,Y,Y,572000
121.14,N,N,Y,Y,462750
67.354,N,N,N,N,256010
138.89,Y,N,Y,Y,594000
204.94,Y,Y,Y,Y,618250
188.4,Y,Y,Y,Y,774000
154.59,Y,N,Y,Y,407450
140.84,Y,Y,Y,Y,339170
137.21,Y,Y,Y,Y,615160
124.86,Y,Y,Y,Y,543910
263.65,Y,Y,Y,Y,810000
171.68,Y,Y,Y,Y,659000
185.71,Y,Y,Y,Y,667000
190.07,Y,Y,Y,N,600000
242.47,Y,Y,Y,Y,659000
123.09,Y,Y,Y,Y,575000
128.57,Y,Y,Y,Y,516000
200.2,Y,Y,Y,Y,644000
139.81,Y,Y,Y,Y,591000
153.84,N,Y,Y,Y,591000
121.88,Y,Y,Y,N,568000
204.38,Y,Y,Y,Y,786000
219.99,Y,Y,Y,Y,671000
194.53,Y,Y,Y,Y,665000
123.83,Y,Y,Y,Y,595000
139.26,Y,Y,Y,Y,603000
176.05,N,N,N,N,574000
148.55,N,N,Y,Y,643000
149.66,Y,Y,Y,Y,648000
130.34,Y,Y,Y,Y,627000
118.45,Y,Y,Y,Y,565000
125.41,Y,Y,Y,Y,538000
157.0,Y,Y,Y,Y,578000
194.35,Y,Y,Y,Y,585000
128.39,Y,Y,Y,Y,554000
206.61,Y,Y,Y,Y,690000
191.93,Y,Y,Y,Y,630000
258.64,Y,Y,Y,Y,843000
152.26,Y,N,Y,Y,590000
136.75,Y,Y,Y,Y,607000
138.61,Y,Y,Y,Y,600000
120.95,Y,Y,Y,Y,597000
181.06,Y,Y,Y,Y,664000
133.22,Y,Y,Y,Y,641000
681.9,Y,Y,N,N,744060
69.677,N,Y,Y,Y,328550
132.2,Y,Y,Y,Y,794000
190.07,N,N,Y,N,471480
322.83,Y,Y,Y,Y,924850
145.3,Y,Y,Y,Y,683270
186.92,Y,Y,Y,Y,548000
152.82,Y,Y,Y,Y,659000
112.04,Y,Y,Y,Y,551000
208.56,N,Y,Y,N,567000
217.02,Y,Y,Y,Y,578000
185.8,Y,Y,Y,Y,671000
137.03,Y,Y,Y,Y,584000
208.66,Y,Y,Y,N,623000
133.03,Y,Y,Y,Y,562000
132.01,Y,Y,Y,Y,590000
220.36,Y,Y,Y,Y,593000
124.76,Y,Y,Y,Y,543000
128.67,N,Y,Y,Y,507000
109.62,Y,Y,Y,Y,472000
108.78,Y,Y,Y,Y,490000
115.94,Y,Y,Y,Y,487000
174.37,Y,Y,Y,Y,567000
207.45,N,Y,N,N,502000
104.7,Y,Y,Y,Y,483000
130.15,Y,Y,N,N,552000
190.72,Y,N,Y,N,478000
228.54,N,Y,N,N,724000
471.48,Y,Y,Y,N,915000
188.12,Y,Y,Y,Y,564000
120.95,Y,N,Y,Y,616000
121.23,Y,Y,Y,Y,527000
111.48,Y,Y,Y,Y,473000
219.62,Y,Y,Y,Y,618000
241.82,Y,Y,Y,Y,605000
207.91,Y,Y,Y,Y,631000
185.71,Y,Y,Y,Y,675000
160.62,Y,Y,Y,Y,592000
155.61,Y,Y,Y,N,619000
179.3,Y,Y,Y,N,480000
123.65,Y,Y,Y,Y,544000
204.66,Y,Y,Y,Y,754000
168.71,Y,Y,N,N,506000
115.66,Y,N,Y,Y,519000
126.34,Y,Y,Y,Y,516000
279.63,Y,Y,Y,Y,909710
132.1,Y,Y,Y,Y,525870
97.91,N,Y,Y,Y,397570
226.21,Y,Y,Y,Y,912280
163.88,Y,Y,Y,Y,681000
188.77,Y,Y,Y,Y,810000
244.33,Y,Y,Y,Y,1001000
211.16,Y,Y,Y,Y,819000
320.79,N,Y,N,N,925000
169.54,Y,Y,Y,Y,752610
164.43,Y,Y,Y,N,385550
365.2,Y,Y,Y,Y,924080
176.51,Y,Y,Y,Y,525740
403.75,Y,Y,Y,Y,543000
70.977,Y,Y,Y,Y,372000
164.15,Y,Y,Y,Y,555000
133.68,Y,Y,Y,Y,639000
114.82,Y,Y,Y,Y,516000
130.71,Y,Y,Y,Y,557000
109.16,Y,Y,Y,Y,511000
172.24,N,N,Y,Y,655000
244.61,Y,Y,Y,Y,634000
197.51,Y,Y,Y,Y,546000
127.92,N,N,Y,Y,528000
127.92,N,Y,Y,Y,506000
104.6,Y,Y,Y,Y,460000
115.94,N,Y,Y,Y,537000
88.53,Y,N,N,N,359000
149.29,Y,Y,Y,Y,676000
191.75,Y,Y,Y,Y,636000
140.93,N,Y,Y,Y,402000
122.16,Y,N,Y,Y,524000
123.37,N,Y,Y,Y,487000
124.02,N,N,N,N,360000
136.66,Y,Y,Y,Y,603000
145.57,Y,Y,Y,N,527000
119.65,N,N,N,N,356000
102.28,Y,Y,Y,Y,514000
128.11,Y,Y,Y,Y,508000
219.99,Y,Y,Y,Y,642000
137.77,N,Y,Y,Y,503000
119.28,Y,Y,Y,Y,551000
200.76,Y,Y,Y,N,450000
538.46,Y,Y,Y,N,582000
148.18,Y,N,Y,Y,568000
223.52,Y,Y,Y,Y,1144000
212.46,N,N,Y,Y,678000
100.24,Y,N,Y,Y,411880
258.36,Y,Y,Y,Y,811480
139.26,Y,N,Y,Y,744000
192.68,N,Y,Y,Y,690270
138.14,Y,Y,Y,N,386320
121.79,N,N,N,N,477580
130.8,N,Y,N,N,668000
276.47,Y,Y,N,N,640490
131.08,Y,N,N,N,2734000
130.9,N,Y,Y,N,630640
212.46,Y,Y,Y,Y,868000
133.03,Y,Y,N,N,308300
247.86,Y,Y,Y,N,737950
272.85,N,Y,Y,Y,954750
137.77,Y,Y,Y,Y,493790
173.44,Y,Y,Y,Y,555850
228.26,Y,Y,Y,N,643220
182.64,Y,Y,Y,Y,832360
152.08,Y,Y,Y,Y,796280
138.23,N,Y,Y,Y,458850
134.61,Y,N,Y,Y,500000
144.46,Y,Y,Y,Y,502000
181.34,Y,Y,N,N,375340
111.48,Y,N,Y,Y,556830
93.36,Y,Y,Y,Y,354000
101.26,Y,Y,N,N,406000
238.11,Y,Y,Y,Y,679700
112.97,Y,Y,N,N,339010
121.61,Y,Y,Y,Y,378380
140.74,Y,Y,Y,Y,475590
106.93,N,Y,Y,N,464000
105.07,Y,Y,Y,Y,375160
120.49,Y,Y,Y,Y,438840
112.69,Y,Y,Y,Y,389840
110.92,N,Y,Y,Y,755700
189.42,Y,Y,Y,Y,438400
117.42,Y,Y,Y,Y,415430
166.29,N,Y,Y,Y,378810
346.99,Y,Y,Y,Y,1276000
145.67,N,Y,Y,Y,473010
595.88,Y,Y,Y,Y,1945480
238.2,Y,Y,Y,Y,597000
131.08,Y,Y,Y,Y,499000
118.26,Y,Y,Y,Y,636000
102.37,Y,N,Y,Y,596000
132.38,Y,Y,Y,Y,621000
139.35,Y,Y,Y,Y,559000
132.57,N,Y,Y,Y,616000
193.33,Y,Y,Y,Y,612000
63.174,Y,N,N,N,381000
392.7,Y,Y,N,N,657440
222.96,Y,Y,Y,N,959000
134.15,Y,Y,Y,Y,513610
244.24,Y,N,Y,N,690000
198.9,Y,Y,Y,N,704000
128.94,Y,Y,Y,N,411000
111.48,Y,Y,Y,Y,450720
108.78,Y,Y,Y,N,429000
123.28,Y,Y,Y,Y,565000
294.13,Y,Y,N,N,829000
193.33,Y,Y,Y,Y,909850
150.59,Y,Y,Y,Y,682000
271.09,Y,Y,Y,N,662330
99.03,Y,N,Y,Y,391420
112.31,Y,Y,Y,Y,385410
91.69,Y,N,Y,N,556000
198.06,Y,Y,Y,Y,521190
207.54,Y,Y,Y,Y,654220
153.47,Y,Y,Y,Y,1277840
112.5,Y,Y,Y,Y,338900
124.02,Y,Y,Y,Y,637000
90.48,Y,Y,Y,Y,256000
224.54,Y,Y,Y,N,680690
224.73,N,Y,Y,Y,779250
105.44,N,Y,Y,N,339790
104.05,Y,Y,N,N,264510
179.02,Y,Y,Y,Y,505300
124.86,Y,Y,Y,Y,373060
222.78,Y,Y,Y,Y,559740
177.53,N,Y,Y,Y,458090
183.76,Y,Y,Y,Y,620740
110.55,Y,N,Y,Y,494730
123.56,Y,N,Y,Y,331000
119.47,N,Y,Y,N,318800
147.8,Y,Y,Y,N,389600
130.9,Y,N,Y,Y,479000
136.56,Y,Y,Y,Y,483010
130.9,Y,N,Y,Y,481900
201.69,Y,Y,N,N,439930
169.64,N,Y,Y,Y,547160
176.14,Y,Y,Y,N,621260
256.59,Y,N,N,N,815740
135.17,Y,N,Y,Y,1443880
144.55,Y,N,Y,Y,542780
114.92,Y,N,Y,N,364770
127.46,Y,Y,Y,Y,631330
157.47,Y,Y,Y,N,632590
103.58,Y,Y,Y,N,450110
130.15,Y,Y,Y,Y,990360
137.12,Y,Y,Y,Y,530000
96.52,Y,N,Y,N,464000
109.16,N,N,Y,Y,374520
96.43,N,N,Y,Y,539430
218.13,Y,N,Y,Y,713390
98.75,N,Y,Y,N,352970
172.24,N,Y,Y,N,722000
92.81,Y,Y,Y,Y,427570
264.86,Y,Y,Y,Y,588920
179.39,Y,Y,Y,Y,586000
160.81,Y,Y,Y,Y,593000
133.4,Y,Y,Y,N,540000
126.71,Y,Y,Y,Y,547000
158.49,Y,Y,Y,Y,646000
198.99,Y,Y,Y,Y,541000
165.18,Y,Y,Y,Y,521000
276.01,Y,Y,Y,Y,705000
165.18,Y,Y,Y,Y,433000
164.06,Y,N,Y,Y,628000
146.04,Y,Y,Y,Y,519000
178.0,Y,Y,Y,Y,814000
147.15,Y,Y,Y,N,526000
157.47,Y,Y,Y,Y,637000
211.63,Y,Y,Y,Y,599000
205.68,Y,Y,Y,Y,548000
143.62,Y,Y,Y,Y,479000
221.01,Y,Y,Y,Y,746000
117.52,Y,Y,Y,Y,504000
111.57,N,N,Y,Y,537000
182.92,Y,Y,Y,Y,595000
180.51,Y,N,Y,Y,523000
256.87,Y,Y,Y,Y,684000
240.34,Y,Y,Y,N,604000
137.58,Y,Y,Y,Y,468000
234.39,Y,Y,Y,Y,542000
189.8,Y,Y,Y,Y,578000
173.17,Y,Y,Y,Y,600000
183.01,Y,Y,Y,Y,565000
115.94,N,Y,Y,Y,548000
115.85,Y,Y,Y,Y,460000
133.68,Y,Y,Y,Y,421000
286.04,N,Y,Y,Y,634000
114.73,Y,N,Y,N,803000
127.83,Y,Y,Y,Y,408730
147.99,Y,Y,Y,Y,595780
215.62,Y,Y,Y,Y,821000
89.93,Y,Y,Y,N,291000
117.33,N,N,Y,Y,390700
187.01,N,Y,Y,Y,537730
185.62,N,Y,Y,N,723000
160.81,Y,Y,Y,Y,512870
279.63,Y,Y,Y,Y,934780
364.27,Y,Y,Y,Y,1390350
188.5,Y,Y,Y,Y,883970
227.24,Y,Y,Y,Y,742000
175.21,Y,N,Y,N,690090
171.77,Y,Y,Y,Y,765000
166.94,Y,Y,Y,Y,782000
112.13,Y,Y,Y,Y,376000
200.85,Y,Y,Y,Y,1040000
96.52,Y,N,Y,Y,548000
171.87,Y,N,Y,Y,715000
160.72,Y,N,Y,Y,848000
163.88,Y,Y,Y,Y,537410
109.06,N,Y,Y,Y,634020
96.52,Y,Y,Y,Y,409310
102.28,Y,Y,Y,Y,533000
183.11,Y,Y,Y,Y,449720
190.72,Y,Y,N,N,631910
150.13,Y,Y,Y,Y,558000
165.08,Y,Y,Y,Y,412000
121.51,Y,Y,Y,Y,519000
120.95,Y,Y,Y,Y,566000
216.92,Y,Y,Y,N,551000
124.3,Y,Y,Y,Y,535000
183.11,Y,Y,Y,Y,693000
151.98,Y,N,Y,Y,593000
67.54,Y,Y,N,N,404000
153.47,Y,N,Y,Y,572000
198.34,Y,Y,Y,Y,634000
114.73,Y,Y,Y,Y,541000
102.75,Y,Y,Y,Y,488000
243.96,Y,Y,Y,Y,653000
167.03,Y,Y,Y,Y,676000
199.74,Y,Y,Y,Y,644000
165.92,Y,Y,Y,Y,603000
115.47,Y,Y,Y,Y,518000
187.75,Y,Y,Y,Y,633000
230.12,Y,Y,Y,N,705000
128.2,Y,Y,Y,Y,529000
200.57,Y,N,Y,Y,617000
103.4,Y,Y,Y,N,541000
99.59,Y,N,Y,Y,434000
111.57,Y,Y,Y,Y,554000
238.2,Y,Y,Y,Y,691000
178.46,Y,N,Y,Y,517000
223.98,Y,Y,Y,Y,605000
139.72,Y,Y,Y,Y,553000
137.58,Y,Y,Y,Y,577000
182.46,Y,Y,Y,Y,578000
148.55,N,N,Y,N,437020
116.77,N,Y,Y,Y,424000
136.1,N,Y,Y,Y,681240
176.79,Y,Y,Y,Y,676760
111.76,Y,Y,Y,Y,414280
227.79,Y,Y,Y,N,598000
157.19,Y,Y,Y,Y,629650
92.99,N,N,Y,N,400130
131.17,Y,Y,N,N,521820
131.92,Y,Y,Y,Y,502740
141.58,N,Y,Y,Y,568000
105.63,N,Y,Y,Y,391000
153.84,Y,N,N,N,418000
121.88,N,N,N,N,358650
205.87,Y,Y,Y,N,654740
307.04,Y,Y,Y,N,591640
163.88,Y,Y,Y,Y,771290
134.15,Y,Y,Y,Y,458820
121.88,Y,N,Y,Y,680920
218.69,Y,Y,Y,Y,781310
336.49,Y,Y,Y,Y,881860
121.05,Y,Y,N,N,348470
91.32,Y,Y,Y,Y,395040
180.23,Y,Y,Y,Y,706000
215.72,Y,Y,Y,Y,778310
161.83,N,Y,Y,N,575200
149.66,Y,Y,Y,Y,485660
266.53,Y,Y,Y,Y,545750
247.86,Y,Y,Y,Y,582900
134.89,Y,N,Y,Y,418790
43.107,N,Y,N,N,393000
107.58,Y,Y,Y,Y,447000
115.38,Y,Y,Y,Y,466000
110.09,Y,Y,Y,Y,401000
118.17,N,N,N,N,360000
78.595,Y,N,Y,Y,436000
132.85,Y,Y,Y,Y,463000
110.09,Y,Y,Y,Y,505000
128.67,Y,N,Y,Y,552000
108.13,Y,Y,Y,Y,430000
136.19,Y,Y,Y,Y,443000
104.05,Y,Y,Y,Y,414000
106.93,Y,Y,Y,Y,450000
117.89,Y,Y,Y,N,433000
152.36,Y,Y,N,N,415000
141.49,Y,Y,Y,Y,564000
120.12,Y,Y,Y,Y,493000
115.38,N,Y,Y,Y,437000
255.01,Y,Y,Y,N,553000
122.26,Y,N,Y,Y,533000
109.16,N,Y,Y,Y,455000
